,team_won,team_lost,winning_score,losing_score,winning_rank,losing_rank
1284,NIP,Virtus.pro,16,9,6,5
1285,NIP,Virtus.pro,16,2,6,5
1286,NIP,Virtus.pro,16,11,6,5
1287,NIP,Virtus.pro,16,9,6,5
1288,NIP,Virtus.pro,16,8,6,5
1289,NIP,Virtus.pro,16,14,6,5
1290,NIP,Virtus.pro,16,6,6,5
1291,NIP,Virtus.pro,2,1,6,5
1292,NIP,Virtus.pro,2,1,6,5
1293,NIP,Virtus.pro,16,13,6,5
1294,NIP,Virtus.pro,2,1,6,5
1295,Gambit,Virtus.pro,3,1,1,5
1296,Gambit,Virtus.pro,3,1,1,5
1297,Gambit,Virtus.pro,2,1,1,5
1298,Gambit,Virtus.pro,2,1,1,5
1299,Gambit,Virtus.pro,16,9,1,5
1300,Natus Vincere,Virtus.pro,2,0,2,5
1301,Natus Vincere,Virtus.pro,2,0,2,5
1302,Natus Vincere,Virtus.pro,2,1,2,5
1303,Natus Vincere,Virtus.pro,2,0,2,5
1304,Natus Vincere,Virtus.pro,16,10,2,5
1305,Natus Vincere,Virtus.pro,16,7,2,5
1306,G2,Virtus.pro,2,0,3,5
1307,G2,Virtus.pro,2,0,3,5
1308,G2,Virtus.pro,2,1,3,5
1309,G2,Virtus.pro,16,2,3,5
1310,G2,Virtus.pro,16,8,3,5
1311,G2,Virtus.pro,2,0,3,5
1312,G2,Virtus.pro,16,13,3,5
1313,G2,Virtus.pro,2,0,3,5
1314,G2,Virtus.pro,16,2,3,5
1315,G2,Virtus.pro,16,12,3,5
1316,G2,Virtus.pro,2,1,3,5
1317,G2,Virtus.pro,16,2,3,5
1318,G2,Virtus.pro,16,7,3,5
1319,G2,Virtus.pro,16,6,3,5
1320,G2,Virtus.pro,16,10,3,5
1321,G2,Virtus.pro,16,13,3,5
1322,G2,Virtus.pro,2,0,3,5
1323,G2,Virtus.pro,16,14,3,5
1324,forZe,Virtus.pro,2,1,17,5
1325,forZe,Virtus.pro,2,0,17,5
1326,forZe,Virtus.pro,2,1,17,5
1327,forZe,Virtus.pro,2,1,17,5
1328,forZe,Virtus.pro,2,0,17,5
1329,forZe,Virtus.pro,16,10,17,5
1330,forZe,Virtus.pro,16,7,17,5
1331,forZe,Virtus.pro,16,10,17,5
1332,forZe,Virtus.pro,2,0,17,5
1333,Entropiq,Virtus.pro,2,0,16,5
1334,BIG,Virtus.pro,2,1,9,5
1335,BIG,Virtus.pro,2,0,9,5
1336,BIG,Virtus.pro,16,8,9,5
1337,BIG,Virtus.pro,2,0,9,5
1338,BIG,Virtus.pro,16,3,9,5
1339,BIG,Virtus.pro,2,0,9,5
1340,Complexity,Virtus.pro,2,1,13,5
1341,OG,Virtus.pro,2,0,11,5
1342,OG,Virtus.pro,2,1,11,5
1343,OG,Virtus.pro,19,17,11,5
1344,Vitality,Virtus.pro,2,0,10,5
1345,Vitality,Virtus.pro,2,0,10,5
1346,Akuma,Virtus.pro,2,0,19,5
1347,Virtus.pro,Virtus.pro,16,2,5,5
1348,Spirit,Virtus.pro,2,0,15,5
1349,Spirit,Virtus.pro,2,1,15,5
1350,Spirit,Virtus.pro,2,1,15,5
1351,Spirit,Virtus.pro,16,13,15,5
1352,Spirit,Virtus.pro,22,19,15,5
1353,Astralis,Virtus.pro,2,1,7,5
1354,Astralis,Virtus.pro,16,14,7,5
1355,Astralis,Virtus.pro,16,8,7,5
1356,Astralis,Virtus.pro,2,0,7,5
1357,Astralis,Virtus.pro,16,12,7,5
1358,Astralis,Virtus.pro,16,8,7,5
1359,Astralis,Virtus.pro,16,7,7,5
1360,Astralis,Virtus.pro,16,8,7,5
1361,Astralis,Virtus.pro,2,1,7,5
1362,Astralis,Virtus.pro,16,9,7,5
1363,Astralis,Virtus.pro,2,1,7,5
1364,Astralis,Virtus.pro,16,11,7,5
1365,Astralis,Virtus.pro,16,4,7,5
1366,Astralis,Virtus.pro,2,0,7,5
1367,Heroic,Virtus.pro,2,0,4,5
1368,Heroic,Virtus.pro,16,4,4,5
1369,Heroic,Virtus.pro,16,14,4,5
1370,Liquid,Virtus.pro,2,0,14,5
1371,Liquid,Virtus.pro,2,0,14,5
1372,mousesports,Virtus.pro,2,0,8,5
1373,mousesports,Virtus.pro,2,0,8,5
1374,mousesports,Virtus.pro,2,1,8,5
1375,mousesports,Virtus.pro,16,6,8,5
1376,mousesports,Virtus.pro,2,0,8,5
1377,mousesports,Virtus.pro,2,1,8,5
1378,mousesports,Virtus.pro,16,5,8,5
1379,mousesports,Virtus.pro,16,11,8,5
1380,mousesports,Virtus.pro,2,1,8,5
1381,mousesports,Virtus.pro,2,0,8,5
1382,mousesports,Virtus.pro,16,5,8,5
1383,mousesports,Virtus.pro,16,2,8,5
1384,mousesports,Virtus.pro,16,12,8,5
1385,mousesports,Virtus.pro,2,0,8,5
1386,mousesports,Virtus.pro,16,9,8,5
1387,FURIA,Virtus.pro,2,1,12,5
1388,FURIA,Virtus.pro,16,9,12,5
1389,fnatic,Virtus.pro,2,1,30,5
1390,fnatic,Virtus.pro,16,6,30,5
1391,fnatic,Virtus.pro,16,14,30,5
1392,fnatic,Virtus.pro,16,4,30,5
1393,fnatic,Virtus.pro,16,10,30,5
1394,fnatic,Virtus.pro,16,10,30,5
1395,fnatic,Virtus.pro,16,7,30,5
1396,fnatic,Virtus.pro,2,0,30,5
1397,fnatic,Virtus.pro,2,0,30,5
1398,fnatic,Virtus.pro,2,0,30,5
1399,fnatic,Virtus.pro,2,0,30,5
1400,fnatic,Virtus.pro,2,0,30,5
1401,fnatic,Virtus.pro,16,14,30,5
1402,fnatic,Virtus.pro,3,0,30,5
1403,fnatic,Virtus.pro,16,10,30,5
1404,fnatic,Virtus.pro,16,9,30,5
1405,FaZe,Virtus.pro,2,0,29,5
1406,FaZe,Virtus.pro,2,0,29,5
1407,FaZe,Virtus.pro,19,17,29,5
1408,FaZe,Virtus.pro,16,8,29,5
1409,FaZe,Virtus.pro,2,1,29,5
1410,FaZe,Virtus.pro,16,12,29,5
1411,FaZe,Virtus.pro,16,6,29,5
1412,FaZe,Virtus.pro,16,5,29,5
1413,FaZe,Virtus.pro,16,8,29,5
1414,Endpoint,Evil Geniuses,2,0,26,20
1415,NIP,Evil Geniuses,2,0,6,20
1416,NIP,Evil Geniuses,2,0,6,20
1417,NIP,Evil Geniuses,2,1,6,20
1418,Gambit,Evil Geniuses,2,0,1,20
1419,Gambit,Evil Geniuses,2,0,1,20
1420,G2,Evil Geniuses,2,0,3,20
1421,G2,Evil Geniuses,2,0,3,20
1422,forZe,Evil Geniuses,2,1,17,20
1423,BIG,Evil Geniuses,2,0,9,20
1424,BIG,Evil Geniuses,2,1,9,20
1425,Complexity,Evil Geniuses,2,0,13,20
1426,OG,Evil Geniuses,2,1,11,20
1427,OG,Evil Geniuses,2,1,11,20
1428,OG,Evil Geniuses,2,1,11,20
1429,Virtus.pro,Evil Geniuses,2,1,5,20
1430,Astralis,Evil Geniuses,2,0,7,20
1431,Astralis,Evil Geniuses,2,1,7,20
1432,Astralis,Evil Geniuses,2,1,7,20
1433,FunPlus Phoenix,Evil Geniuses,2,0,18,20
1434,Liquid,Evil Geniuses,2,0,14,20
1435,Liquid,Evil Geniuses,2,0,14,20
1436,Liquid,Evil Geniuses,3,0,14,20
1437,Liquid,Evil Geniuses,2,0,14,20
1438,Liquid,Evil Geniuses,2,1,14,20
1439,Liquid,Evil Geniuses,2,1,14,20
1440,Liquid,Evil Geniuses,2,0,14,20
1441,mousesports,Evil Geniuses,2,0,8,20
1442,mousesports,Evil Geniuses,2,0,8,20
1443,mousesports,Evil Geniuses,2,0,8,20
1444,FURIA,Evil Geniuses,2,0,12,20
1445,FURIA,Evil Geniuses,2,0,12,20
1446,FURIA,Evil Geniuses,2,0,12,20
1447,FURIA,Evil Geniuses,2,0,12,20
1448,FURIA,Evil Geniuses,2,0,12,20
1449,fnatic,Evil Geniuses,2,1,30,20
1450,FaZe,Evil Geniuses,2,1,29,20
1451,FaZe,Evil Geniuses,2,0,29,20
1452,Endpoint,fnatic,2,0,26,30
1453,NIP,fnatic,2,1,6,30
1454,NIP,fnatic,2,1,6,30
1455,NIP,fnatic,2,1,6,30
1456,NIP,fnatic,16,13,6,30
1457,NIP,fnatic,16,11,6,30
1458,NIP,fnatic,16,4,6,30
1459,NIP,fnatic,19,17,6,30
1460,NIP,fnatic,2,0,6,30
1461,NIP,fnatic,2,1,6,30
1462,NIP,fnatic,16,7,6,30
1463,NIP,fnatic,3,1,6,30
1464,NIP,fnatic,16,7,6,30
1465,NIP,fnatic,2,1,6,30
1466,NIP,fnatic,16,6,6,30
1467,NIP,fnatic,16,8,6,30
1468,NIP,fnatic,16,6,6,30
1469,NIP,fnatic,16,10,6,30
1470,Fiend,fnatic,2,1,23,30
1471,Gambit,fnatic,16,8,1,30
1472,Natus Vincere,fnatic,2,0,2,30
1473,Natus Vincere,fnatic,2,1,2,30
1474,Natus Vincere,fnatic,3,0,2,30
1475,Natus Vincere,fnatic,16,11,2,30
1476,Natus Vincere,fnatic,22,20,2,30
1477,Natus Vincere,fnatic,2,0,2,30
1478,Natus Vincere,fnatic,16,9,2,30
1479,Natus Vincere,fnatic,2,1,2,30
1480,Natus Vincere,fnatic,16,13,2,30
1481,Natus Vincere,fnatic,25,22,2,30
1482,Natus Vincere,fnatic,16,7,2,30
1483,Natus Vincere,fnatic,16,5,2,30
1484,Natus Vincere,fnatic,16,11,2,30
1485,Natus Vincere,fnatic,2,3,2,30
1486,G2,fnatic,2,0,3,30
1487,G2,fnatic,2,1,3,30
1488,G2,fnatic,2,0,3,30
1489,G2,fnatic,2,0,3,30
1490,G2,fnatic,16,10,3,30
1491,G2,fnatic,16,10,3,30
1492,G2,fnatic,16,9,3,30
1493,G2,fnatic,16,10,3,30
1494,G2,fnatic,16,13,3,30
1495,G2,fnatic,16,11,3,30
1496,G2,fnatic,16,14,3,30
1497,G2,fnatic,16,10,3,30
1498,G2,fnatic,16,9,3,30
1499,G2,fnatic,16,9,3,30
1500,forZe,fnatic,2,0,17,30
1501,BIG,fnatic,2,0,9,30
1502,BIG,fnatic,2,0,9,30
1503,BIG,fnatic,2,1,9,30
1504,BIG,fnatic,16,5,9,30
1505,Complexity,fnatic,2,0,13,30
1506,Complexity,fnatic,2,0,13,30
1507,Complexity,fnatic,2,1,13,30
1508,Complexity,fnatic,16,4,13,30
1509,OG,fnatic,16,9,11,30
1510,OG,fnatic,2,0,11,30
1511,OG,fnatic,2,1,11,30
1512,OG,fnatic,2,1,11,30
1513,Vitality,fnatic,2,1,10,30
1514,Vitality,fnatic,2,1,10,30
1515,Vitality,fnatic,2,0,10,30
1516,Vitality,fnatic,2,0,10,30
1517,Vitality,fnatic,2,0,10,30
1518,Virtus.pro,fnatic,16,10,5,30
1519,Virtus.pro,fnatic,2,0,5,30
1520,Virtus.pro,fnatic,2,0,5,30
1521,Virtus.pro,fnatic,2,1,5,30
1522,Virtus.pro,fnatic,16,10,5,30
1523,Virtus.pro,fnatic,16,13,5,30
1524,Virtus.pro,fnatic,2,1,5,30
1525,Virtus.pro,fnatic,2,1,5,30
1526,Virtus.pro,fnatic,16,6,5,30
1527,Virtus.pro,fnatic,16,14,5,30
1528,Virtus.pro,fnatic,2,0,5,30
1529,Virtus.pro,fnatic,16,6,5,30
1530,Virtus.pro,fnatic,16,11,5,30
1531,Evil Geniuses,fnatic,16,3,20,30
1532,Evil Geniuses,fnatic,2,0,20,30
1533,Evil Geniuses,fnatic,2,1,20,30
1534,Spirit,fnatic,2,0,15,30
1535,Astralis,fnatic,2,0,7,30
1536,Astralis,fnatic,2,1,7,30
1537,Astralis,fnatic,2,1,7,30
1538,Astralis,fnatic,2,0,7,30
1539,Astralis,fnatic,2,0,7,30
1540,Astralis,fnatic,2,0,7,30
1541,Astralis,fnatic,2,0,7,30
1542,Astralis,fnatic,2,0,7,30
1543,Astralis,fnatic,2,1,7,30
1544,Astralis,fnatic,16,7,7,30
1545,Astralis,fnatic,16,1,7,30
1546,Astralis,fnatic,16,4,7,30
1547,Astralis,fnatic,16,12,7,30
1548,Astralis,fnatic,2,0,7,30
1549,Astralis,fnatic,16,7,7,30
1550,Astralis,fnatic,16,1,7,30
1551,Astralis,fnatic,16,10,7,30
1552,Astralis,fnatic,2,0,7,30
1553,Astralis,fnatic,2,0,7,30
1554,Astralis,fnatic,19,15,7,30
1555,Astralis,fnatic,16,8,7,30
1556,Astralis,fnatic,16,5,7,30
1557,Heroic,fnatic,2,0,4,30
1558,Heroic,fnatic,2,1,4,30
1559,Heroic,fnatic,2,0,4,30
1560,Heroic,fnatic,2,1,4,30
1561,Heroic,fnatic,16,13,4,30
1562,Heroic,fnatic,2,1,4,30
1563,Heroic,fnatic,16,8,4,30
1564,Liquid,fnatic,2,0,14,30
1565,Liquid,fnatic,2,1,14,30
1566,Liquid,fnatic,3,2,14,30
1567,mousesports,fnatic,2,0,8,30
1568,mousesports,fnatic,2,1,8,30
1569,mousesports,fnatic,2,1,8,30
1570,mousesports,fnatic,3,0,8,30
1571,mousesports,fnatic,2,0,8,30
1572,mousesports,fnatic,2,0,8,30
1573,mousesports,fnatic,16,5,8,30
1574,mousesports,fnatic,16,7,8,30
1575,mousesports,fnatic,2,1,8,30
1576,mousesports,fnatic,2,1,8,30
1577,mousesports,fnatic,16,14,8,30
1578,mousesports,fnatic,16,9,8,30
1579,mousesports,fnatic,16,8,8,30
1580,mousesports,fnatic,2,0,8,30
1581,mousesports,fnatic,16,10,8,30
1582,mousesports,fnatic,2,1,8,30
1583,mousesports,fnatic,16,11,8,30
1584,FURIA,fnatic,2,0,12,30
1585,FaZe,fnatic,2,0,29,30
1586,FaZe,fnatic,16,11,29,30
1587,FaZe,fnatic,16,6,29,30
1588,FaZe,fnatic,16,14,29,30
1589,FaZe,fnatic,16,8,29,30
1590,FaZe,fnatic,2,0,29,30
1591,FaZe,fnatic,16,13,29,30
1592,FaZe,fnatic,16,11,29,30
1593,FaZe,fnatic,2,1,29,30
1594,Endpoint,forZe,2,0,26,17
1595,Endpoint,forZe,2,0,26,17
1596,Endpoint,forZe,16,9,26,17
1597,Endpoint,forZe,16,11,26,17
1598,Endpoint,forZe,2,1,26,17
1599,Endpoint,forZe,2,0,26,17
1600,Endpoint,forZe,2,0,26,17
1601,Endpoint,forZe,2,1,26,17
1602,Fiend,forZe,2,0,23,17
1603,Gambit,forZe,2,0,1,17
1604,Gambit,forZe,2,1,1,17
1605,Natus Vincere,forZe,2,0,2,17
1606,Natus Vincere,forZe,2,1,2,17
1607,G2,forZe,2,0,3,17
1608,Entropiq,forZe,2,0,16,17
1609,BIG,forZe,2,0,9,17
1610,BIG,forZe,2,0,9,17
1611,BIG,forZe,2,0,9,17
1612,Extra Salt,forZe,2,1,21,17
1613,Complexity,forZe,2,1,13,17
1614,SKADE,forZe,2,1,28,17
1615,OG,forZe,2,0,11,17
1616,Vitality,forZe,16,10,10,17
1617,Vitality,forZe,1,0,10,17
1618,Virtus.pro,forZe,2,1,5,17
1619,Virtus.pro,forZe,2,0,5,17
1620,Virtus.pro,forZe,2,1,5,17
1621,Evil Geniuses,forZe,2,0,20,17
1622,Spirit,forZe,2,1,15,17
1623,Spirit,forZe,2,1,15,17
1624,Spirit,forZe,2,1,15,17
1625,Spirit,forZe,2,1,15,17
1626,Spirit,forZe,2,1,15,17
1627,Spirit,forZe,2,1,15,17
1628,Spirit,forZe,16,0,15,17
1629,Spirit,forZe,2,0,15,17
1630,Spirit,forZe,16,11,15,17
1631,Spirit,forZe,2,0,15,17
1632,Spirit,forZe,16,13,15,17
1633,Spirit,forZe,2,0,15,17
1634,Heroic,forZe,2,0,4,17
1635,Heroic,forZe,2,1,4,17
1636,Heroic,forZe,2,0,4,17
1637,FunPlus Phoenix,forZe,2,1,18,17
1638,Liquid,forZe,2,1,14,17
1639,mousesports,forZe,2,0,8,17
1640,mousesports,forZe,16,6,8,17
1641,fnatic,forZe,2,1,30,17
1642,FaZe,forZe,2,0,29,17
1643,NIP,FunPlus Phoenix,2,0,6,18
1644,G2,FunPlus Phoenix,2,1,3,18
1645,Complexity,FunPlus Phoenix,2,1,13,18
1646,Complexity,FunPlus Phoenix,2,0,13,18
1647,Vitality,FunPlus Phoenix,2,1,10,18
1648,Evil Geniuses,FunPlus Phoenix,2,0,20,18
1649,Spirit,FunPlus Phoenix,3,0,15,18
1650,Heroic,FunPlus Phoenix,2,0,4,18
1651,FURIA,FunPlus Phoenix,2,1,12,18
1652,NIP,Complexity,2,1,6,13
1653,NIP,Complexity,16,7,6,13
1654,Gambit,Complexity,2,0,1,13
1655,Gambit,Complexity,2,1,1,13
1656,Gambit,Complexity,2,0,1,13
1657,Gambit,Complexity,16,14,1,13
1658,Natus Vincere,Complexity,2,1,2,13
1659,Natus Vincere,Complexity,2,0,2,13
1660,Natus Vincere,Complexity,2,1,2,13
1661,Natus Vincere,Complexity,2,0,2,13
1662,G2,Complexity,2,1,3,13
1663,forZe,Complexity,2,1,17,13
1664,forZe,Complexity,2,0,17,13
1665,forZe,Complexity,2,1,17,13
1666,BIG,Complexity,2,0,9,13
1667,BIG,Complexity,2,0,9,13
1668,BIG,Complexity,2,0,9,13
1669,BIG,Complexity,2,0,9,13
1670,BIG,Complexity,2,0,9,13
1671,BIG,Complexity,2,1,9,13
1672,BIG,Complexity,2,1,9,13
1673,BIG,Complexity,16,8,9,13
1674,Complexity,Complexity,2,0,13,13
1675,SKADE,Complexity,16,14,28,13
1676,Vitality,Complexity,16,8,10,13
1677,Vitality,Complexity,2,0,10,13
1678,Vitality,Complexity,2,0,10,13
1679,Vitality,Complexity,2,0,10,13
1680,Vitality,Complexity,2,1,10,13
1681,Vitality,Complexity,2,0,10,13
1682,Vitality,Complexity,2,0,10,13
1683,Vitality,Complexity,16,9,10,13
1684,Evil Geniuses,Complexity,2,0,20,13
1685,Evil Geniuses,Complexity,2,1,20,13
1686,Astralis,Complexity,2,0,7,13
1687,Astralis,Complexity,2,0,7,13
1688,Astralis,Complexity,2,0,7,13
1689,Astralis,Complexity,16,4,7,13
1690,Heroic,Complexity,2,0,4,13
1691,Heroic,Complexity,2,1,4,13
1692,Heroic,Complexity,2,0,4,13
1693,Heroic,Complexity,2,1,4,13
1694,Heroic,Complexity,2,1,4,13
1695,FunPlus Phoenix,Complexity,2,0,18,13
1696,Liquid,Complexity,2,1,14,13
1697,Liquid,Complexity,16,10,14,13
1698,Liquid,Complexity,16,10,14,13
1699,Liquid,Complexity,16,6,14,13
1700,Liquid,Complexity,16,6,14,13
1701,Liquid,Complexity,2,1,14,13
1702,Liquid,Complexity,2,1,14,13
1703,Liquid,Complexity,2,0,14,13
1704,Liquid,Complexity,25,22,14,13
1705,Liquid,Complexity,16,11,14,13
1706,Liquid,Complexity,19,17,14,13
1707,Liquid,Complexity,16,9,14,13
1708,mousesports,Complexity,2,0,8,13
1709,mousesports,Complexity,2,1,8,13
1710,mousesports,Complexity,2,0,8,13
1711,FURIA,Complexity,2,0,12,13
1712,FURIA,Complexity,2,0,12,13
1713,FURIA,Complexity,2,1,12,13
1714,FURIA,Complexity,2,0,12,13
1715,FURIA,Complexity,2,0,12,13
1716,FURIA,Complexity,2,1,12,13
1717,FURIA,Complexity,2,1,12,13
1718,fnatic,Complexity,2,0,30,13
1719,fnatic,Complexity,2,0,30,13
1720,fnatic,Complexity,2,1,30,13
1721,fnatic,Complexity,2,0,30,13
1722,FaZe,Complexity,2,1,29,13
1723,FaZe,Complexity,2,1,29,13
1724,NIP,ENCE,2,1,6,22
1725,NIP,ENCE,2,0,6,22
1726,NIP,ENCE,16,5,6,22
1727,NIP,ENCE,2,0,6,22
1728,NIP,ENCE,2,0,6,22
1729,Gambit,ENCE,2,1,1,22
1730,Natus Vincere,ENCE,2,1,2,22
1731,G2,ENCE,2,0,3,22
1732,G2,ENCE,2,1,3,22
1733,G2,ENCE,2,1,3,22
1734,DBL PONEY,ENCE,2,1,27,22
1735,BIG,ENCE,2,0,9,22
1736,BIG,ENCE,2,1,9,22
1737,Complexity,ENCE,2,1,13,22
1738,Complexity,ENCE,2,1,13,22
1739,SKADE,ENCE,2,1,28,22
1740,SKADE,ENCE,2,0,28,22
1741,OG,ENCE,2,1,11,22
1742,OG,ENCE,2,0,11,22
1743,Vitality,ENCE,2,1,10,22
1744,Vitality,ENCE,2,1,10,22
1745,Vitality,ENCE,2,1,10,22
1746,Vitality,ENCE,16,7,10,22
1747,Vitality,ENCE,16,13,10,22
1748,Vitality,ENCE,2,1,10,22
1749,Vitality,ENCE,19,17,10,22
1750,Virtus.pro,ENCE,2,1,5,22
1751,Spirit,ENCE,2,0,15,22
1752,Spirit,ENCE,19,17,15,22
1753,Astralis,ENCE,2,0,7,22
1754,Astralis,ENCE,2,1,7,22
1755,Astralis,ENCE,2,1,7,22
1756,Astralis,ENCE,16,14,7,22
1757,Astralis,ENCE,2,0,7,22
1758,Astralis,ENCE,16,5,7,22
1759,Heroic,ENCE,2,1,4,22
1760,Heroic,ENCE,2,1,4,22
1761,Heroic,ENCE,16,10,4,22
1762,Liquid,ENCE,3,0,14,22
1763,Liquid,ENCE,2,1,14,22
1764,Liquid,ENCE,16,3,14,22
1765,mousesports,ENCE,2,1,8,22
1766,mousesports,ENCE,2,0,8,22
1767,FaZe,ENCE,2,0,29,22
1768,FaZe,ENCE,2,1,29,22
1769,FaZe,ENCE,2,1,29,22
1770,FaZe,ENCE,2,1,29,22
1771,NIP,OG,2,0,6,11
1772,NIP,OG,2,0,6,11
1773,Gambit,OG,3,0,1,11
1774,Natus Vincere,OG,2,1,2,11
1775,Natus Vincere,OG,2,1,2,11
1776,Natus Vincere,OG,2,0,2,11
1777,G2,OG,2,1,3,11
1778,G2,OG,2,1,3,11
1779,G2,OG,2,1,3,11
1780,G2,OG,2,0,3,11
1781,G2,OG,16,9,3,11
1782,forZe,OG,2,1,17,11
1783,BIG,OG,2,0,9,11
1784,BIG,OG,2,0,9,11
1785,BIG,OG,2,0,9,11
1786,BIG,OG,2,1,9,11
1787,BIG,OG,2,1,9,11
1788,Complexity,OG,2,0,13,11
1789,Complexity,OG,2,0,13,11
1790,Complexity,OG,2,0,13,11
1791,Complexity,OG,2,1,13,11
1792,Vitality,OG,2,0,10,11
1793,Vitality,OG,2,0,10,11
1794,Vitality,OG,2,0,10,11
1795,Virtus.pro,OG,2,1,5,11
1796,Virtus.pro,OG,2,1,5,11
1797,Virtus.pro,OG,19,15,5,11
1798,Spirit,OG,2,0,15,11
1799,Astralis,OG,2,0,7,11
1800,Astralis,OG,2,0,7,11
1801,Astralis,OG,2,0,7,11
1802,Heroic,OG,2,1,4,11
1803,Heroic,OG,2,0,4,11
1804,Heroic,OG,2,0,4,11
1805,Heroic,OG,2,0,4,11
1806,FunPlus Phoenix,OG,2,1,18,11
1807,Liquid,OG,2,1,14,11
1808,mousesports,OG,2,0,8,11
1809,mousesports,OG,2,1,8,11
1810,mousesports,OG,16,14,8,11
1811,mousesports,OG,16,8,8,11
1812,FURIA,OG,2,1,12,11
1813,fnatic,OG,2,1,30,11
1814,fnatic,OG,2,1,30,11
1815,fnatic,OG,2,1,30,11
1816,FaZe,OG,2,0,29,11
1817,FaZe,OG,2,1,29,11
1818,FaZe,OG,3,0,29,11
1819,FaZe,OG,2,0,29,11
1820,FaZe,OG,2,0,29,11
1821,Fiend,Entropiq,2,1,23,16
1822,Gambit,Entropiq,2,1,1,16
1823,Natus Vincere,Entropiq,2,0,2,16
1824,BIG,Entropiq,2,0,9,16
1825,Virtus.pro,Entropiq,2,0,5,16
1826,Spirit,Entropiq,2,0,15,16
1827,EXTREMUM,O PLANO,2,0,25,24
1828,Extra Salt,O PLANO,2,0,21,24
1829,FURIA,O PLANO,2,0,12,24
1830,EXTREMUM,Extra Salt,2,1,25,21
1831,G2,Extra Salt,16,1,3,21
1832,BIG,Extra Salt,3,2,9,21
1833,SKADE,Extra Salt,2,0,28,21
1834,Vitality,Extra Salt,2,1,10,21
1835,Spirit,Extra Salt,2,0,15,21
1836,Astralis,Extra Salt,2,0,7,21
1837,Astralis,Extra Salt,16,8,7,21
1838,FURIA,Extra Salt,2,1,12,21
1839,Gambit,Akuma,2,0,1,19
1840,Gambit,Akuma,2,0,1,19
1841,Virtus.pro,Akuma,2,0,5,19
1842,Natus Vincere,Gambit,2,0,2,1
1843,Natus Vincere,Gambit,3,0,2,1
1844,Natus Vincere,Gambit,2,0,2,1
1845,Natus Vincere,Gambit,2,0,2,1
1846,G2,Gambit,16,10,3,1
1847,G2,Gambit,16,6,3,1
1848,G2,Gambit,22,19,3,1
1849,forZe,Gambit,2,1,17,1
1850,BIG,Gambit,16,8,9,1
1851,BIG,Gambit,2,0,9,1
1852,Vitality,Gambit,2,0,10,1
1853,Virtus.pro,Gambit,2,1,5,1
1854,Virtus.pro,Gambit,16,9,5,1
1855,Virtus.pro,Gambit,16,12,5,1
1856,Virtus.pro,Gambit,2,1,5,1
1857,Virtus.pro,Gambit,16,10,5,1
1858,Evil Geniuses,Gambit,2,0,20,1
1859,Spirit,Gambit,2,0,15,1
1860,Spirit,Gambit,2,1,15,1
1861,Astralis,Gambit,2,0,7,1
1862,Astralis,Gambit,2,0,7,1
1863,Astralis,Gambit,16,10,7,1
1864,Heroic,Gambit,3,2,4,1
1865,Heroic,Gambit,2,0,4,1
1866,Heroic,Gambit,2,1,4,1
1867,FunPlus Phoenix,Gambit,2,1,18,1
1868,FunPlus Phoenix,Gambit,2,1,18,1
1869,Liquid,Gambit,16,10,14,1
1870,Liquid,Gambit,19,16,14,1
1871,mousesports,Gambit,16,7,8,1
1872,mousesports,Gambit,2,0,8,1
1873,mousesports,Gambit,2,1,8,1
1874,fnatic,Gambit,16,8,30,1
1875,fnatic,Gambit,16,2,30,1
1876,fnatic,Gambit,2,1,30,1
1877,FaZe,Gambit,2,1,29,1
1878,forZe,EXTREMUM,2,1,17,25
1879,Extra Salt,EXTREMUM,2,0,21,25
1880,Spirit,EXTREMUM,2,0,15,25
1881,Spirit,EXTREMUM,2,1,15,25
1882,Liquid,EXTREMUM,2,1,14,25
1883,FURIA,EXTREMUM,2,0,12,25
1884,fnatic,EXTREMUM,2,1,30,25
